pair_key,source_video,emotion,label_source,annotator,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
neutral/dogfacecloseup_7536185274246761733/dogfacecloseup_7536185274246761733_t0_000665.jpg,dogfacecloseup_7536185274246761733,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/dogfacecloseup_7536185274246761733/dogfacecloseup_7536185274246761733_t0_000589.jpg,dogfacecloseup_7536185274246761733,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/dogfacecloseup_7536185274246761733/dogfacecloseup_7536185274246761733_t0_000494.jpg,dogfacecloseup_7536185274246761733,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/dogfacecloseup_7536185274246761733/dogfacecloseup_7536185274246761733_t0_000171.jpg,dogfacecloseup_7536185274246761733,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/dogfacecloseup_7536185274246761733/dogfacecloseup_7536185274246761733_t0_000228.jpg,dogfacecloseup_7536185274246761733,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/dogfacecloseup_7536185274246761733/dogfacecloseup_7536185274246761733_t0_000285.jpg,dogfacecloseup_7536185274246761733,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/coverr-i8bODoUJ03__dog-with-a-red-leash/coverr-i8bODoUJ03__dog-with-a-red-leash_t0_000096.jpg,coverr-i8bODoUJ03__dog-with-a-red-leash,happy,human_verified,danek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-i8bODoUJ03__dog-with-a-red-leash/coverr-i8bODoUJ03__dog-with-a-red-leash_t0_000022.jpg,coverr-i8bODoUJ03__dog-with-a-red-leash,neutral,auto_model,,0,,,,,0,0,0,1,0,1,1,,,,,,,,,0
DOGS/coverr-i8bODoUJ03__dog-with-a-red-leash/coverr-i8bODoUJ03__dog-with-a-red-leash_t0_000000.jpg,coverr-i8bODoUJ03__dog-with-a-red-leash,neutral,auto_model,,0,,,,,0,0,0,1,0,1,1,,,,,,,,,0
DOGS/coverr-i8bODoUJ03__dog-with-a-red-leash/coverr-i8bODoUJ03__dog-with-a-red-leash_t0_000168.jpg,coverr-i8bODoUJ03__dog-with-a-red-leash,neutral,human_verified,danek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/coverr-i8bODoUJ03__dog-with-a-red-leash/coverr-i8bODoUJ03__dog-with-a-red-leash_t0_000165.jpg,coverr-i8bODoUJ03__dog-with-a-red-leash,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/coverr-i8bODoUJ03__dog-with-a-red-leash/coverr-i8bODoUJ03__dog-with-a-red-leash_t0_000220.jpg,coverr-i8bODoUJ03__dog-with-a-red-leash,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/coverr-i8bODoUJ03__dog-with-a-red-leash/coverr-i8bODoUJ03__dog-with-a-red-leash_t0_000187.jpg,coverr-i8bODoUJ03__dog-with-a-red-leash,fearful,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/coverr-i8bODoUJ03__dog-with-a-red-leash/coverr-i8bODoUJ03__dog-with-a-red-leash_t0_000143.jpg,coverr-i8bODoUJ03__dog-with-a-red-leash,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/coverr-i8bODoUJ03__dog-with-a-red-leash/coverr-i8bODoUJ03__dog-with-a-red-leash_t0_000024.jpg,coverr-i8bODoUJ03__dog-with-a-red-leash,relaxed,human_verified,danek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_598/pixabay_598_t0_000087.jpg,pixabay_598,neutral,human_verified,danek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_598/pixabay_598_t0_000091.jpg,pixabay_598,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/pixabay_598/pixabay_598_t0_000119.jpg,pixabay_598,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/pixabay_598/pixabay_598_t0_000232.jpg,pixabay_598,neutral,human_verified,danek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_598/pixabay_598_t0_000000.jpg,pixabay_598,neutral,human_verified,danek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/pixabay_598/pixabay_598_t0_000147.jpg,pixabay_598,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/pixabay_598/pixabay_598_t0_000231.jpg,pixabay_598,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/pixabay_598/pixabay_598_t0_000203.jpg,pixabay_598,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/pixabay_598/pixabay_598_t0_000280.jpg,pixabay_598,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/собаки_7522909951241620758/собаки_7522909951241620758_t0_000080.jpg,собаки_7522909951241620758,neutral,auto_model,,0,,,,,0,0,0,0,0,0,1,,,,,,,,,1
neutral/собаки_7522909951241620758/собаки_7522909951241620758_t0_000540.jpg,собаки_7522909951241620758,neutral,auto_model,,0,,,,,0,1,0,1,1,1,1,,,,,,,,,1
neutral/собаки_7522909951241620758/собаки_7522909951241620758_t0_000020.jpg,собаки_7522909951241620758,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/собаки_7522909951241620758/собаки_7522909951241620758_t0_000480.jpg,собаки_7522909951241620758,neutral,auto_model,,1,,,,,0,1,1,1,1,1,1,,,,,,,,,1
neutral/собаки_7522909951241620758/собаки_7522909951241620758_t0_000380.jpg,собаки_7522909951241620758,neutral,auto_model,,1,,,,,0,1,0,1,1,1,1,,,,,,,,,1
neutral/собаки_7522909951241620758/собаки_7522909951241620758_t0_000280.jpg,собаки_7522909951241620758,neutral,auto_model,,0,,,,,0,1,0,1,0,1,1,,,,,,,,,1
neutral/собаки_7522909951241620758/собаки_7522909951241620758_t0_000940.jpg,собаки_7522909951241620758,neutral,auto_model,,0,,,,,0,0,0,0,0,0,1,,,,,,,,,0
neutral/собаки_7522909951241620758/собаки_7522909951241620758_t0_000680.jpg,собаки_7522909951241620758,neutral,auto_model,,0,,,,,0,0,0,1,1,1,1,,,,,,,,,1
neutral/собаки_7522909951241620758/собаки_7522909951241620758_t0_000180.jpg,собаки_7522909951241620758,neutral,auto_model,,1,,,,,0,0,0,0,0,0,0,,,,,,,,,1
DOGS/dog_28949969/dog_28949969_t0_000120.jpg,dog_28949969,happy,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,1
DOGS/dog_28949969/dog_28949969_t0_000000.jpg,dog_28949969,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,1
DOGS/dog_28949969/dog_28949969_t0_000130.jpg,dog_28949969,happy,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,1
DOGS/dog_28949969/dog_28949969_t0_000050.jpg,dog_28949969,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_28949969/dog_28949969_t0_000100.jpg,dog_28949969,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,1
DOGS/dog_28949969/dog_28949969_t0_000210.jpg,dog_28949969,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,1
DOGS/dog_28949969/dog_28949969_t0_000160.jpg,dog_28949969,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,1
DOGS/dog_28949969/dog_28949969_t0_000300.jpg,dog_28949969,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,1
DOGS/dog_28949969/dog_28949969_t0_000480.jpg,dog_28949969,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/pixabay_133963/pixabay_133963_t0_000048.jpg,pixabay_133963,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/pixabay_133963/pixabay_133963_t0_000046.jpg,pixabay_133963,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/pixabay_133963/pixabay_133963_t1_000138.jpg,pixabay_133963,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,1
DOGS/pixabay_133963/pixabay_133963_t0_000138.jpg,pixabay_133963,fearful,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/pixabay_133963/pixabay_133963_t1_000207.jpg,pixabay_133963,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/pixabay_133963/pixabay_133963_t1_000322.jpg,pixabay_133963,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/pixabay_133963/pixabay_133963_t0_000008.jpg,pixabay_133963,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/pixabay_133963/pixabay_133963_t0_000207.jpg,pixabay_133963,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33018__sad-and-hungry-dog-lost-under-rain/mixkit-33018__sad-and-hungry-dog-lost-under-rain_t0_000245.jpg,mixkit-33018__sad-and-hungry-dog-lost-under-rain,angry,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33018__sad-and-hungry-dog-lost-under-rain/mixkit-33018__sad-and-hungry-dog-lost-under-rain_t0_000195.jpg,mixkit-33018__sad-and-hungry-dog-lost-under-rain,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33018__sad-and-hungry-dog-lost-under-rain/mixkit-33018__sad-and-hungry-dog-lost-under-rain_t0_000160.jpg,mixkit-33018__sad-and-hungry-dog-lost-under-rain,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33018__sad-and-hungry-dog-lost-under-rain/mixkit-33018__sad-and-hungry-dog-lost-under-rain_t0_000220.jpg,mixkit-33018__sad-and-hungry-dog-lost-under-rain,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33018__sad-and-hungry-dog-lost-under-rain/mixkit-33018__sad-and-hungry-dog-lost-under-rain_t0_000050.jpg,mixkit-33018__sad-and-hungry-dog-lost-under-rain,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33018__sad-and-hungry-dog-lost-under-rain/mixkit-33018__sad-and-hungry-dog-lost-under-rain_t0_000095.jpg,mixkit-33018__sad-and-hungry-dog-lost-under-rain,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33018__sad-and-hungry-dog-lost-under-rain/mixkit-33018__sad-and-hungry-dog-lost-under-rain_t0_000135.jpg,mixkit-33018__sad-and-hungry-dog-lost-under-rain,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/mixkit-33018__sad-and-hungry-dog-lost-under-rain/mixkit-33018__sad-and-hungry-dog-lost-under-rain_t0_000000.jpg,mixkit-33018__sad-and-hungry-dog-lost-under-rain,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35390210/dog_35390210_t0_000210.jpg,dog_35390210,happy,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35390210/dog_35390210_t0_000207.jpg,dog_35390210,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35390210/dog_35390210_t0_000084.jpg,dog_35390210,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35390210/dog_35390210_t0_000114.jpg,dog_35390210,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35390210/dog_35390210_t0_000162.jpg,dog_35390210,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35390210/dog_35390210_t0_000186.jpg,dog_35390210,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35390210/dog_35390210_t0_000138.jpg,dog_35390210,happy,human_verified,masha,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
DOGS/dog_35390210/dog_35390210_t0_000006.jpg,dog_35390210,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_12768750/dog_12768750_t0_000116.jpg,dog_12768750,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_12768750/dog_12768750_t0_000029.jpg,dog_12768750,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_12768750/dog_12768750_t0_000240.jpg,dog_12768750,neutral,auto_model,,1,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_12768750/dog_12768750_t0_000080.jpg,dog_12768750,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_12768750/dog_12768750_t0_000110.jpg,dog_12768750,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_12768750/dog_12768750_t0_000340.jpg,dog_12768750,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_12768750/dog_12768750_t0_000000.jpg,dog_12768750,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_12768750/dog_12768750_t0_000050.jpg,dog_12768750,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_9314165/dog_9314165_t0_000264.jpg,dog_9314165,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_9314165/dog_9314165_t0_000275.jpg,dog_9314165,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_9314165/dog_9314165_t0_000150.jpg,dog_9314165,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_9314165/dog_9314165_t0_000156.jpg,dog_9314165,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_9314165/dog_9314165_t0_000006.jpg,dog_9314165,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_9314165/dog_9314165_t0_000054.jpg,dog_9314165,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_9314165/dog_9314165_t0_000078.jpg,dog_9314165,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_9314165/dog_9314165_t0_000030.jpg,dog_9314165,sad,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_Rrp0Ahw6s0s/youtube_happy dog smiling_Rrp0Ahw6s0s_t2_001044.jpg,youtube_happy dog smiling_Rrp0Ahw6s0s,angry,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_Rrp0Ahw6s0s/youtube_happy dog smiling_Rrp0Ahw6s0s_t0_000435.jpg,youtube_happy dog smiling_Rrp0Ahw6s0s,neutral,auto_model,,0,,,,,0,0,0,0,0,1,0,,,,,,,,,0
neutral/youtube_happy dog smiling_Rrp0Ahw6s0s/youtube_happy dog smiling_Rrp0Ahw6s0s_t1_000754.jpg,youtube_happy dog smiling_Rrp0Ahw6s0s,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_Rrp0Ahw6s0s/youtube_happy dog smiling_Rrp0Ahw6s0s_t1_000812.jpg,youtube_happy dog smiling_Rrp0Ahw6s0s,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_Rrp0Ahw6s0s/youtube_happy dog smiling_Rrp0Ahw6s0s_t1_000841.jpg,youtube_happy dog smiling_Rrp0Ahw6s0s,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_Rrp0Ahw6s0s/youtube_happy dog smiling_Rrp0Ahw6s0s_t2_001015.jpg,youtube_happy dog smiling_Rrp0Ahw6s0s,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_Rrp0Ahw6s0s/youtube_happy dog smiling_Rrp0Ahw6s0s_t2_000957.jpg,youtube_happy dog smiling_Rrp0Ahw6s0s,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_Rrp0Ahw6s0s/youtube_happy dog smiling_Rrp0Ahw6s0s_t2_000986.jpg,youtube_happy dog smiling_Rrp0Ahw6s0s,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_g2F2vLKZqfM/youtube_happy dog smiling_g2F2vLKZqfM_t0_000369.jpg,youtube_happy dog smiling_g2F2vLKZqfM,neutral,auto_model,,0,,,,,1,1,1,1,1,1,1,,,,,,,,,0
neutral/youtube_happy dog smiling_g2F2vLKZqfM/youtube_happy dog smiling_g2F2vLKZqfM_t0_000342.jpg,youtube_happy dog smiling_g2F2vLKZqfM,neutral,auto_model,,0,,,,,1,0,1,1,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_g2F2vLKZqfM/youtube_happy dog smiling_g2F2vLKZqfM_t0_000315.jpg,youtube_happy dog smiling_g2F2vLKZqfM,neutral,auto_model,,0,,,,,1,0,1,1,1,0,1,,,,,,,,,0
neutral/youtube_happy dog smiling_g2F2vLKZqfM/youtube_happy dog smiling_g2F2vLKZqfM_t0_000252.jpg,youtube_happy dog smiling_g2F2vLKZqfM,neutral,auto_model,,0,,,,,0,0,0,1,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_g2F2vLKZqfM/youtube_happy dog smiling_g2F2vLKZqfM_t0_000099.jpg,youtube_happy dog smiling_g2F2vLKZqfM,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_g2F2vLKZqfM/youtube_happy dog smiling_g2F2vLKZqfM_t0_000126.jpg,youtube_happy dog smiling_g2F2vLKZqfM,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_g2F2vLKZqfM/youtube_happy dog smiling_g2F2vLKZqfM_t0_000288.jpg,youtube_happy dog smiling_g2F2vLKZqfM,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_happy dog smiling_g2F2vLKZqfM/youtube_happy dog smiling_g2F2vLKZqfM_t0_000153.jpg,youtube_happy dog smiling_g2F2vLKZqfM,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_30744141/dog_30744141_t0_000088.jpg,dog_30744141,neutral,auto_model,,1,,,,,1,1,0,1,1,1,1,,,,,,,,,1
DOGS/dog_30744141/dog_30744141_t0_000231.jpg,dog_30744141,neutral,auto_model,,1,,,,,0,0,0,1,1,0,0,,,,,,,,,0
DOGS/dog_30744141/dog_30744141_t0_000506.jpg,dog_30744141,neutral,auto_model,,0,,,,,0,0,0,0,1,0,1,,,,,,,,,0
DOGS/dog_30744141/dog_30744141_t0_000341.jpg,dog_30744141,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_30744141/dog_30744141_t0_000121.jpg,dog_30744141,fearful,auto_model,,0,,,,,0,0,0,0,0,0,1,,,,,,,,,0
DOGS/dog_30744141/dog_30744141_t0_000374.jpg,dog_30744141,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_30744141/dog_30744141_t0_000429.jpg,dog_30744141,neutral,auto_model,,0,,,,,0,0,0,0,0,0,1,,,,,,,,,0
DOGS/dog_30744141/dog_30744141_t0_000462.jpg,dog_30744141,neutral,auto_model,,0,,,,,0,0,0,1,0,0,1,,,,,,,,,0
DOGS/dog_16622183/dog_16622183_t0_000288.jpg,dog_16622183,happy,auto_model,,0,,,,,0,0,0,0,0,0,1,,,,,,,,,0
DOGS/dog_16622183/dog_16622183_t0_000018.jpg,dog_16622183,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16622183/dog_16622183_t0_000192.jpg,dog_16622183,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16622183/dog_16622183_t0_000240.jpg,dog_16622183,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16622183/dog_16622183_t0_000180.jpg,dog_16622183,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16622183/dog_16622183_t0_000024.jpg,dog_16622183,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16622183/dog_16622183_t0_000096.jpg,dog_16622183,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_16622183/dog_16622183_t0_000144.jpg,dog_16622183,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_ZKGD8VBMl50/youtube_cute dog face closeup_ZKGD8VBMl50_t1_000540.jpg,youtube_cute dog face closeup_ZKGD8VBMl50,neutral,auto_model,,0,,,,,0,1,0,1,1,1,1,,,,,,,,,0
neutral/youtube_cute dog face closeup_ZKGD8VBMl50/youtube_cute dog face closeup_ZKGD8VBMl50_t1_000444.jpg,youtube_cute dog face closeup_ZKGD8VBMl50,neutral,auto_model,,1,,,,,0,0,0,1,1,0,1,,,,,,,,,1
neutral/youtube_cute dog face closeup_ZKGD8VBMl50/youtube_cute dog face closeup_ZKGD8VBMl50_t1_000480.jpg,youtube_cute dog face closeup_ZKGD8VBMl50,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_ZKGD8VBMl50/youtube_cute dog face closeup_ZKGD8VBMl50_t1_000264.jpg,youtube_cute dog face closeup_ZKGD8VBMl50,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_ZKGD8VBMl50/youtube_cute dog face closeup_ZKGD8VBMl50_t1_000336.jpg,youtube_cute dog face closeup_ZKGD8VBMl50,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_ZKGD8VBMl50/youtube_cute dog face closeup_ZKGD8VBMl50_t1_000288.jpg,youtube_cute dog face closeup_ZKGD8VBMl50,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_ZKGD8VBMl50/youtube_cute dog face closeup_ZKGD8VBMl50_t0_000312.jpg,youtube_cute dog face closeup_ZKGD8VBMl50,neutral,auto_model,,0,,,,,0,0,0,0,1,0,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_ZKGD8VBMl50/youtube_cute dog face closeup_ZKGD8VBMl50_t0_000276.jpg,youtube_cute dog face closeup_ZKGD8VBMl50,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_6QKalEAFLFQ/youtube_cute dog face closeup_6QKalEAFLFQ_t0_000855.jpg,youtube_cute dog face closeup_6QKalEAFLFQ,surprise,auto_model,,0,,,,,0,0,0,1,1,0,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_6QKalEAFLFQ/youtube_cute dog face closeup_6QKalEAFLFQ_t0_000000.jpg,youtube_cute dog face closeup_6QKalEAFLFQ,neutral,auto_model,,0,,,,,0,0,0,1,0,1,1,,,,,,,,,1
neutral/youtube_cute dog face closeup_6QKalEAFLFQ/youtube_cute dog face closeup_6QKalEAFLFQ_t0_000817.jpg,youtube_cute dog face closeup_6QKalEAFLFQ,neutral,auto_model,,0,,,,,0,0,0,1,0,1,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_6QKalEAFLFQ/youtube_cute dog face closeup_6QKalEAFLFQ_t0_000931.jpg,youtube_cute dog face closeup_6QKalEAFLFQ,neutral,auto_model,,0,,,,,0,0,0,1,0,0,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_6QKalEAFLFQ/youtube_cute dog face closeup_6QKalEAFLFQ_t0_000779.jpg,youtube_cute dog face closeup_6QKalEAFLFQ,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_6QKalEAFLFQ/youtube_cute dog face closeup_6QKalEAFLFQ_t0_000304.jpg,youtube_cute dog face closeup_6QKalEAFLFQ,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_6QKalEAFLFQ/youtube_cute dog face closeup_6QKalEAFLFQ_t0_000342.jpg,youtube_cute dog face closeup_6QKalEAFLFQ,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_cute dog face closeup_6QKalEAFLFQ/youtube_cute dog face closeup_6QKalEAFLFQ_t0_000722.jpg,youtube_cute dog face closeup_6QKalEAFLFQ,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35605525/dog_35605525_t0_000112.jpg,dog_35605525,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35605525/dog_35605525_t0_000056.jpg,dog_35605525,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35605525/dog_35605525_t0_000216.jpg,dog_35605525,neutral,auto_model,,0,,,,,0,0,0,0,0,0,1,,,,,,,,,0
DOGS/dog_35605525/dog_35605525_t0_000152.jpg,dog_35605525,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35605525/dog_35605525_t0_000180.jpg,dog_35605525,relaxed,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35605525/dog_35605525_t0_000024.jpg,dog_35605525,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
DOGS/dog_35605525/dog_35605525_t0_000184.jpg,dog_35605525,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_dog facial expression closeup_tH4-XM8sDxQ/youtube_dog facial expression closeup_tH4-XM8sDxQ_t0_000195.jpg,youtube_dog facial expression closeup_tH4-XM8sDxQ,neutral,auto_model,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
neutral/youtube_dog facial expression closeup_tH4-XM8sDxQ/youtube_dog facial expression closeup_tH4-XM8sDxQ_t0_000225.jpg,youtube_dog facial expression closeup_tH4-XM8sDxQ,neutral,auto_model,,0,,,,,0,0,0,0,0,0,1,,,,,,,,,0
