pair_key,source_video,emotion,n_active,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
DOGS/mixkit-6355__woman-and-her-dog-taking-a-selfie/mixkit-6355__woman-and-her-dog-taking-a-selfie_t0_000150.jpg,mixkit-6355__woman-and-her-dog-taking-a-selfie,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
DOGS/mixkit-6355__woman-and-her-dog-taking-a-selfie/mixkit-6355__woman-and-her-dog-taking-a-selfie_t0_000300.jpg,mixkit-6355__woman-and-her-dog-taking-a-selfie,neutral,0,0,0,0,,,0,0,0,0,0,0,,0,,0,,0,0,0,,0
DOGS/mixkit-6355__woman-and-her-dog-taking-a-selfie/mixkit-6355__woman-and-her-dog-taking-a-selfie_t0_000030.jpg,mixkit-6355__woman-and-her-dog-taking-a-selfie,neutral,0,0,0,0,,,0,0,0,0,0,0,,0,,0,,0,0,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000432.jpg,1lmeeWDvv4o_000707,neutral,9,1,0,0,1,,1,1,1,1,1,1,0,0,0,1,0,,0,0,,
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000160.jpg,1lmeeWDvv4o_000707,neutral,9,0,1,0,0,0,1,,1,1,1,1,0,0,0,1,0,0,0,1,1,0
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000544.jpg,1lmeeWDvv4o_000707,neutral,9,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,,0,0,0,1
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000400.jpg,1lmeeWDvv4o_000707,neutral,8,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000272.jpg,1lmeeWDvv4o_000707,neutral,7,1,0,1,1,,1,0,0,,0,,0,1,0,0,,1,0,0,0,1
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000352.jpg,1lmeeWDvv4o_000707,neutral,7,0,0,0,0,,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,0
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000576.jpg,1lmeeWDvv4o_000707,neutral,6,0,0,0,0,0,1,1,1,1,,1,0,0,0,1,,0,,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000480.jpg,1lmeeWDvv4o_000707,angry,5,0,,0,1,0,1,,1,1,,,0,0,0,1,0,0,0,,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000608.jpg,1lmeeWDvv4o_000707,neutral,5,,0,0,1,,1,0,1,0,0,0,0,0,,1,1,,0,0,0,
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000640.jpg,1lmeeWDvv4o_000707,neutral,5,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000720.jpg,1lmeeWDvv4o_000707,happy,4,0,0,0,0,1,1,0,1,,0,,0,0,0,1,0,,0,0,0,
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000512.jpg,1lmeeWDvv4o_000707,neutral,4,0,,0,1,,1,0,1,,0,0,0,0,0,1,0,0,0,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000707/1lmeeWDvv4o_000707_t0_000128.jpg,1lmeeWDvv4o_000707,angry,3,0,0,0,,0,1,,1,,,,0,0,0,1,0,0,0,0,0,0
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t9_000840.jpg,iawKNAvM0VM_001516,neutral,9,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t6_000420.jpg,iawKNAvM0VM_001516,neutral,7,0,0,1,0,0,1,0,1,0,0,0,0,0,,1,0,1,0,1,0,1
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t7_000420.jpg,iawKNAvM0VM_001516,neutral,6,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t7_000620.jpg,iawKNAvM0VM_001516,neutral,5,0,0,0,,1,1,0,0,0,0,0,1,0,,0,1,0,0,0,1,0
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t6_000340.jpg,iawKNAvM0VM_001516,relaxed,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t8_000840.jpg,iawKNAvM0VM_001516,sad,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t7_000540.jpg,iawKNAvM0VM_001516,neutral,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t8_000800.jpg,iawKNAvM0VM_001516,neutral,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t7_000580.jpg,iawKNAvM0VM_001516,neutral,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t7_000480.jpg,iawKNAvM0VM_001516,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t7_000720.jpg,iawKNAvM0VM_001516,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t8_000740.jpg,iawKNAvM0VM_001516,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
tiktok_playlist_nareski/iawKNAvM0VM_001516/iawKNAvM0VM_001516_t7_000660.jpg,iawKNAvM0VM_001516,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,,0
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000012.jpg,mixkit-25093__corgi-dog-in-the-grassfield,neutral,9,0,0,0,0,0,1,1,1,1,,1,1,0,0,1,0,,0,1,1,
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000036.jpg,mixkit-25093__corgi-dog-in-the-grassfield,neutral,9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000456.jpg,mixkit-25093__corgi-dog-in-the-grassfield,neutral,8,0,1,0,0,0,0,1,,1,1,1,0,0,0,1,0,0,0,1,1,0
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000475.jpg,mixkit-25093__corgi-dog-in-the-grassfield,neutral,7,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000150.jpg,mixkit-25093__corgi-dog-in-the-grassfield,happy,7,0,1,0,0,0,1,,1,,0,0,1,0,0,1,0,1,0,,0,1
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000480.jpg,mixkit-25093__corgi-dog-in-the-grassfield,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000516.jpg,mixkit-25093__corgi-dog-in-the-grassfield,neutral,4,0,0,0,0,0,1,1,,1,,,0,0,0,1,0,0,0,,0,0
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000540.jpg,mixkit-25093__corgi-dog-in-the-grassfield,neutral,4,0,0,0,0,0,1,1,,1,,,,0,0,1,0,0,0,0,0,0
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000192.jpg,mixkit-25093__corgi-dog-in-the-grassfield,happy,3,0,0,0,0,0,1,,,,,,1,0,0,1,,0,0,,0,0
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000564.jpg,mixkit-25093__corgi-dog-in-the-grassfield,neutral,3,0,0,0,0,0,0,1,,1,,,,0,0,1,0,0,0,,0,0
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000432.jpg,mixkit-25093__corgi-dog-in-the-grassfield,neutral,2,0,0,0,0,0,,,0,1,,,0,0,0,1,0,0,0,0,0,0
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000275.jpg,mixkit-25093__corgi-dog-in-the-grassfield,neutral,2,0,0,0,0,0,0,,0,1,,1,0,0,0,,0,0,0,0,0,0
DOGS/mixkit-25093__corgi-dog-in-the-grassfield/mixkit-25093__corgi-dog-in-the-grassfield_t0_000400.jpg,mixkit-25093__corgi-dog-in-the-grassfield,relaxed,2,0,0,0,0,0,1,0,0,,0,,0,0,0,1,0,0,0,0,0,0
DOGS/dog_5394386/dog_5394386_t0_000350.jpg,dog_5394386,neutral,9,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
DOGS/dog_5394386/dog_5394386_t0_000200.jpg,dog_5394386,neutral,7,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,,0,0
DOGS/dog_5394386/dog_5394386_t0_000261.jpg,dog_5394386,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
DOGS/dog_5394386/dog_5394386_t0_000260.jpg,dog_5394386,neutral,5,0,1,0,0,0,0,1,0,1,1,1,0,0,0,,0,0,0,0,0,0
DOGS/dog_5394386/dog_5394386_t0_000290.jpg,dog_5394386,neutral,4,0,1,0,,1,1,0,,0,0,0,0,0,1,0,,0,0,0,0,0
DOGS/dog_5394386/dog_5394386_t0_000390.jpg,dog_5394386,neutral,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0
DOGS/dog_5394386/dog_5394386_t0_000087.jpg,dog_5394386,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0
DOGS/dog_5394386/dog_5394386_t0_000174.jpg,dog_5394386,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0
DOGS/dog_5394386/dog_5394386_t0_000100.jpg,dog_5394386,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5394386/dog_5394386_t0_000170.jpg,dog_5394386,neutral,0,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0
DOGS/dog_5394386/dog_5394386_t0_000000.jpg,dog_5394386,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
DOGS/dog_5394386/dog_5394386_t0_000130.jpg,dog_5394386,relaxed,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5394386/dog_5394386_t0_000070.jpg,dog_5394386,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement_t0_000252.jpg,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,neutral,9,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0
DOGS/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement_t0_000116.jpg,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,neutral,7,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0
DOGS/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement_t0_000216.jpg,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,neutral,7,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1
DOGS/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement_t0_000288.jpg,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,angry,6,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement_t0_000114.jpg,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,neutral,6,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement_t0_000150.jpg,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,neutral,6,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,,,1
DOGS/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement_t0_000018.jpg,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,angry,5,0,0,0,1,0,0,1,0,1,,1,0,0,0,0,1,0,0,0,0,0
DOGS/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement_t0_000180.jpg,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,pain,5,1,1,1,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement_t0_000054.jpg,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement_t0_000029.jpg,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,relaxed,3,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,0,1,1,0,0
DOGS/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement_t0_000232.jpg,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement/mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement_t0_000084.jpg,mixkit-48727__small-dog-barking-and-wagging-its-tail-in-excitement,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
DOGS/dog_37689691/dog_37689691_t0_000287.jpg,dog_37689691,neutral,9,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
DOGS/dog_37689691/dog_37689691_t0_000259.jpg,dog_37689691,relaxed,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DOGS/dog_37689691/dog_37689691_t0_000028.jpg,dog_37689691,neutral,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/dog_37689691/dog_37689691_t0_000300.jpg,dog_37689691,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
DOGS/dog_37689691/dog_37689691_t0_000063.jpg,dog_37689691,neutral,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/dog_37689691/dog_37689691_t0_000000.jpg,dog_37689691,relaxed,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/dog_37689691/dog_37689691_t0_000120.jpg,dog_37689691,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/dog_37689691/dog_37689691_t0_000210.jpg,dog_37689691,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/dog_37689691/dog_37689691_t0_000196.jpg,dog_37689691,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
DOGS/dog_37689691/dog_37689691_t0_000224.jpg,dog_37689691,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
DOGS/dog_37689691/dog_37689691_t0_000105.jpg,dog_37689691,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-47444__dog-behind-bar-gate-howling/mixkit-47444__dog-behind-bar-gate-howling_t1_000475.jpg,mixkit-47444__dog-behind-bar-gate-howling,neutral,9,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1
DOGS/mixkit-47444__dog-behind-bar-gate-howling/mixkit-47444__dog-behind-bar-gate-howling_t0_000143.jpg,mixkit-47444__dog-behind-bar-gate-howling,neutral,8,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,,1
DOGS/mixkit-47444__dog-behind-bar-gate-howling/mixkit-47444__dog-behind-bar-gate-howling_t1_000275.jpg,mixkit-47444__dog-behind-bar-gate-howling,neutral,7,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,,,1
DOGS/mixkit-47444__dog-behind-bar-gate-howling/mixkit-47444__dog-behind-bar-gate-howling_t1_000260.jpg,mixkit-47444__dog-behind-bar-gate-howling,fearful,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
DOGS/mixkit-47444__dog-behind-bar-gate-howling/mixkit-47444__dog-behind-bar-gate-howling_t0_000125.jpg,mixkit-47444__dog-behind-bar-gate-howling,neutral,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1
DOGS/mixkit-47444__dog-behind-bar-gate-howling/mixkit-47444__dog-behind-bar-gate-howling_t2_000611.jpg,mixkit-47444__dog-behind-bar-gate-howling,neutral,3,0,0,0,0,0,0,1,0,,1,,0,1,0,0,0,0,0,0,0,0
DOGS/mixkit-47444__dog-behind-bar-gate-howling/mixkit-47444__dog-behind-bar-gate-howling_t1_000442.jpg,mixkit-47444__dog-behind-bar-gate-howling,neutral,3,0,0,1,,1,0,0,0,,0,,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-47444__dog-behind-bar-gate-howling/mixkit-47444__dog-behind-bar-gate-howling_t1_000390.jpg,mixkit-47444__dog-behind-bar-gate-howling,neutral,3,1,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DOGS/mixkit-47444__dog-behind-bar-gate-howling/mixkit-47444__dog-behind-bar-gate-howling_t1_000468.jpg,mixkit-47444__dog-behind-bar-gate-howling,neutral,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/mixkit-47444__dog-behind-bar-gate-howling/mixkit-47444__dog-behind-bar-gate-howling_t1_000351.jpg,mixkit-47444__dog-behind-bar-gate-howling,neutral,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
DOGS/mixkit-47444__dog-behind-bar-gate-howling/mixkit-47444__dog-behind-bar-gate-howling_t0_000000.jpg,mixkit-47444__dog-behind-bar-gate-howling,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DOGS/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath_t0_000406.jpg,mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath,happy,9,1,0,0,1,1,1,0,1,0,0,0,0,,0,1,,1,0,,1,1
DOGS/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath_t0_000000.jpg,mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath,happy,7,,0,,1,1,1,0,,,0,0,0,,0,1,,1,0,0,1,1
DOGS/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath_t0_000434.jpg,mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath,happy,7,,0,,1,1,1,0,1,0,0,0,0,0,0,1,,1,0,0,,1
DOGS/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath_t0_000450.jpg,mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath,happy,4,0,0,,,,1,,1,0,,0,0,0,0,1,0,1,0,0,0,
DOGS/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath_t0_000350.jpg,mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath,neutral,1,0,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,1,0
DOGS/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath_t0_000600.jpg,mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DOGS/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath_t0_000602.jpg,mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath,happy,0,,0,0,,,,0,,0,0,0,0,0,0,,,,0,0,0,
DOGS/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath_t0_000336.jpg,mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath_t0_000378.jpg,mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath,neutral,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,
DOGS/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath_t0_000266.jpg,mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath,sad,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
DOGS/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath/mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath_t0_000294.jpg,mixkit-33103__cute-wet-dog-in-the-bathtub-after-a-bath,neutral,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
DOGS/pixabay_251873/pixabay_251873_t0_000119.jpg,pixabay_251873,neutral,9,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
DOGS/pixabay_251873/pixabay_251873_t0_000161.jpg,pixabay_251873,neutral,8,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,
DOGS/pixabay_251873/pixabay_251873_t0_000140.jpg,pixabay_251873,neutral,7,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
DOGS/pixabay_251873/pixabay_251873_t0_000259.jpg,pixabay_251873,neutral,6,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,,
DOGS/pixabay_251873/pixabay_251873_t0_000196.jpg,pixabay_251873,neutral,6,0,0,0,0,0,0,1,0,1,1,1,0,0,0,,,,0,0,1,1
DOGS/pixabay_251873/pixabay_251873_t0_000023.jpg,pixabay_251873,neutral,4,1,1,0,0,0,0,0,0,0,0,0,,1,,0,,0,0,1,,0
DOGS/pixabay_251873/pixabay_251873_t0_000217.jpg,pixabay_251873,neutral,3,0,0,1,0,0,0,,0,1,,1,0,0,0,0,,0,0,0,0,0
DOGS/pixabay_251873/pixabay_251873_t0_000280.jpg,pixabay_251873,relaxed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,
DOGS/pixabay_251873/pixabay_251873_t0_000000.jpg,pixabay_251873,neutral,2,0,0,0,0,0,0,,0,1,,1,0,0,0,0,,0,0,0,0,0
DOGS/pixabay_251873/pixabay_251873_t0_000315.jpg,pixabay_251873,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,
DOGS/pixabay_251873/pixabay_251873_t0_000021.jpg,pixabay_251873,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000294/1lmeeWDvv4o_000294_t0_000451.jpg,1lmeeWDvv4o_000294,neutral,9,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
tiktok_playlist_nareski/1lmeeWDvv4o_000294/1lmeeWDvv4o_000294_t0_000396.jpg,1lmeeWDvv4o_000294,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000294/1lmeeWDvv4o_000294_t0_000374.jpg,1lmeeWDvv4o_000294,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000294/1lmeeWDvv4o_000294_t0_000198.jpg,1lmeeWDvv4o_000294,neutral,1,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000294/1lmeeWDvv4o_000294_t0_000055.jpg,1lmeeWDvv4o_000294,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/1lmeeWDvv4o_000294/1lmeeWDvv4o_000294_t0_000077.jpg,1lmeeWDvv4o_000294,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
